country,Date,population_growth_annual_percent.,population_total.,children_per_woman_total_fertility.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdp_per_capita_yearly_growth.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.,income_per_person_gdppercapita_ppp_inflation_adjusted.
Jamaica,1991,0.799,2440000,2.9,226.0,10800000000.0,-0.152,4440.0,72.9,74.5,29.3,0.504,7580.0
Jamaica,1992,0.883,2470000,2.86,228.0,11100000000.0,1.64,4480.0,72.2,74.5,28.5,2.4,7660.0
Jamaica,1993,0.945,2490000,2.83,230.0,12100000000.0,0.575,4860.0,71.7,74.4,27.6,1.41,8300.0
Jamaica,1994,0.97,2510000,2.8,232.0,12300000000.0,0.6729999999999999,4880.0,71.1,74.3,26.7,1.56,8330.0
Jamaica,1995,0.966,2540000,2.77,234.0,12600000000.0,0.359,4950.0,70.4,74.2,25.9,1.27,8450.0
Jamaica,1996,0.963,2560000,2.74,237.0,12500000000.0,-2.77,4890.0,69.8,74.1,25.1,-1.85,8360.0
Jamaica,1997,0.965,2590000,2.7,239.0,12400000000.0,-2.66,4790.0,69.2,73.9,24.2,-1.71,8180.0
Jamaica,1998,0.9440000000000001,2610000,2.67,241.0,12100000000.0,-1.54,4640.0,68.7,73.9,23.5,-0.5710000000000001,7920.0
Jamaica,1999,0.8959999999999999,2630000,2.62,243.0,12200000000.0,-1.19,4640.0,68.2,73.9,22.7,-0.236,7930.0
Jamaica,2000,0.831,2660000,2.58,245.0,12300000000.0,0.0752,4640.0,67.8,73.8,22.0,1.0,7930.0
Jamaica,2001,0.755,2680000,2.53,247.0,12500000000.0,0.7759999999999999,4670.0,66.9,73.6,21.4,1.66,7980.0
Jamaica,2002,0.6859999999999999,2700000,2.48,249.0,12800000000.0,0.0997,4730.0,65.8,73.9,20.9,0.932,8080.0
Jamaica,2003,0.631,2710000,2.44,250.0,13200000000.0,1.39,4870.0,64.7,74.1,20.5,2.17,8330.0
Jamaica,2004,0.598,2730000,2.4,252.0,13400000000.0,0.0197,4910.0,63.6,74.3,20.1,0.7240000000000001,8390.0
Jamaica,2005,0.581,2740000,2.36,253.0,13500000000.0,0.5429999999999999,4930.0,62.5,74.7,19.9,1.18,8410.0
Jamaica,2006,0.5670000000000001,2760000,2.33,255.0,13900000000.0,2.3,5040.0,61.0,74.8,19.6,2.86,8610.0
Jamaica,2007,0.5489999999999999,2780000,2.29,256.0,14100000000.0,0.9440000000000001,5080.0,59.6,74.7,19.3,1.42,8680.0
Jamaica,2008,0.527,2790000,2.25,258.0,14000000000.0,-1.23,5020.0,58.2,74.7,19.0,-0.8220000000000001,8570.0
Jamaica,2009,0.499,2800000,2.21,259.0,13400000000.0,-3.47,4770.0,56.7,74.6,18.6,-3.1,8150.0
Jamaica,2010,0.467,2820000,2.17,260.0,13200000000.0,-1.83,4680.0,55.1,74.7,18.1,-1.47,8000.0
Japan,1980,0.784,118000000,1.78,323.0,3020000000000.0,4.45,25900.0,48.4,76.2,9.9,5.28,20300.0
Japan,1981,0.7390000000000001,119000000,1.77,326.0,3150000000000.0,-0.7170000000000001,26700.0,47.9,76.5,9.3,0.0615,21000.0
Japan,1982,0.679,120000000,1.76,328.0,3250000000000.0,-36.6,27400.0,47.7,76.8,8.8,-36.2,21500.0
Japan,1983,0.682,120000000,1.75,330.0,3370000000000.0,1.62,28200.0,47.6,77.1,8.3,2.35,22000.0
Japan,1984,0.634,121000000,1.73,332.0,3520000000000.0,3.25,29300.0,47.3,77.4,7.9,3.92,22900.0
Japan,1985,0.611,122000000,1.71,334.0,3700000000000.0,3.78,30600.0,46.7,77.7,7.5,4.36,24200.0
Japan,1986,0.609,123000000,1.69,336.0,3820000000000.0,2.27,31500.0,46.2,78.0,7.1,2.75,24800.0
Japan,1987,0.492,123000000,1.66,338.0,4000000000000.0,3.65,32800.0,45.4,78.3,6.8,4.05,25700.0
Japan,1988,0.427,124000000,1.63,339.0,4280000000000.0,5.74,34900.0,44.5,78.5,6.6,6.1,27500.0
Japan,1989,0.409,124000000,1.6,340.0,4480000000000.0,4.41,36400.0,43.8,78.7,6.4,4.75,28900.0
Japan,1990,0.341,125000000,1.56,342.0,4700000000000.0,4.72,38100.0,43.4,78.9,6.3,5.08,30400.0
Japan,1991,0.31,125000000,1.53,343.0,4860000000000.0,3.01,39300.0,43.1,79.0,6.2,3.39,31400.0
Japan,1992,0.248,125000000,1.5,344.0,4910000000000.0,0.6609999999999999,39500.0,43.0,79.2,6.1,1.05,31500.0
Japan,1993,0.247,126000000,1.47,345.0,4880000000000.0,-0.0248,39200.0,43.2,79.4,6.0,0.361,31500.0
Japan,1994,0.341,126000000,1.44,346.0,4930000000000.0,0.8190000000000001,39400.0,43.4,79.6,5.9,1.18,31700.0
Japan,1995,0.382,126000000,1.41,347.0,5060000000000.0,1.74,40400.0,43.8,79.7,5.7,2.06,32400.0
Japan,1996,0.253,127000000,1.39,347.0,5220000000000.0,3.19,41500.0,44.2,80.1,5.5,3.46,33300.0
Japan,1997,0.238,127000000,1.37,348.0,5280000000000.0,1.52,41900.0,44.7,80.3,5.2,1.75,33600.0
Japan,1998,0.272,127000000,1.35,349.0,5220000000000.0,-3.17,41300.0,45.3,80.5,5.0,-2.98,33200.0
Japan,1999,0.183,127000000,1.34,349.0,5200000000000.0,-0.341,41100.0,45.9,80.6,4.7,-0.177,33000.0
Japan,2000,0.167,128000000,1.32,350.0,5350000000000.0,2.7,42200.0,46.6,81.0,4.5,2.85,33900.0
Japan,2001,0.241,128000000,1.31,350.0,5370000000000.0,0.0331,42200.0,47.4,81.2,4.3,0.171,33900.0
Japan,2002,0.233,128000000,1.3,351.0,5380000000000.0,0.124,42200.0,48.1,81.5,4.1,0.247,33900.0
Japan,2003,0.214,128000000,1.3,351.0,5460000000000.0,1.64,42700.0,48.9,81.7,4.0,1.75,34300.0
Japan,2004,0.0337,128000000,1.3,352.0,5580000000000.0,2.3,43700.0,49.8,81.8,3.9,2.39,35100.0
Japan,2005,0.00939,128000000,1.31,352.0,5670000000000.0,1.84,44400.0,50.7,82.0,3.7,1.92,35700.0
Japan,2006,0.0634,128000000,1.32,352.0,5750000000000.0,1.63,45000.0,51.7,82.2,3.6,1.69,36100.0
Japan,2007,0.115,129000000,1.33,352.0,5850000000000.0,2.09,45700.0,52.8,82.3,3.5,2.13,36700.0
Japan,2008,0.0484,129000000,1.34,353.0,5780000000000.0,-1.1,45200.0,54.0,82.5,3.4,-1.08,36300.0
Japan,2009,-0.0125,129000000,1.36,353.0,5470000000000.0,-5.52,42700.0,55.3,82.7,3.3,-5.51,34300.0
Japan,2010,0.018,129000000,1.37,353.0,5700000000000.0,4.66,44500.0,56.8,82.8,3.2,4.64,35800.0
Jordan,1980,3.2,2370000,7.26,26.7,7140000000.0,14.3,3010.0,109.0,66.8,55.5,18.0,7570.0
Jordan,1981,3.59,2460000,7.18,27.7,7470000000.0,0.503,3040.0,108.0,67.2,53.0,4.2,7600.0
Jordan,1982,3.93,2560000,7.07,28.8,8030000000.0,3.12,3140.0,107.0,67.5,50.7,7.29,7820.0
Jordan,1983,4.12,2670000,6.94,30.0,8190000000.0,-1.87,3070.0,106.0,68.0,48.4,2.29,7660.0
Jordan,1984,4.15,2780000,6.78,31.3,8890000000.0,4.62,3200.0,104.0,68.7,46.3,9.03,7990.0
Jordan,1985,4.07,2900000,6.59,32.6,9200000000.0,-0.256,3180.0,103.0,69.3,44.3,3.8,7960.0
Jordan,1986,3.9,3010000,6.38,33.9,9850000000.0,5.21,3270.0,102.0,69.8,42.5,9.22,8360.0
Jordan,1987,3.8,3130000,6.15,35.2,10100000000.0,-0.7709999999999999,3240.0,101.0,70.4,40.8,2.85,8270.0
Jordan,1988,3.91,3250000,5.93,36.6,9940000000.0,-4.3,3060.0,100.0,71.0,39.2,-0.7120000000000001,7900.0
Jordan,1989,4.28,3400000,5.7,38.2,8610000000.0,-13.6,2530.0,98.9,71.5,37.8,-10.0,6810.0
Jordan,1990,4.76,3560000,5.49,40.1,8690000000.0,-7.57,2440.0,98.1,71.8,36.5,-3.17,6280.0
Jordan,1991,5.27,3750000,5.29,42.3,8850000000.0,-8.09,2360.0,92.8,72.1,35.4,-3.14,6070.0
Jordan,1992,5.56,3970000,5.1,44.7,10500000000.0,9.84,2650.0,88.5,72.5,34.3,16.1,6810.0
Jordan,1993,5.43,4190000,4.92,47.2,11000000000.0,2.7,2620.0,84.9,72.5,33.3,8.45,6750.0
Jordan,1994,4.81,4400000,4.75,49.5,11500000000.0,2.46,2620.0,81.2,72.7,32.4,7.49,6760.0
Jordan,1995,3.95,4570000,4.61,51.5,12200000000.0,3.36,2680.0,77.6,72.7,31.6,7.42,6900.0
Jordan,1996,3.09,4720000,4.47,53.1,12500000000.0,-1.7,2650.0,77.3,72.7,30.8,1.17,6830.0
Jordan,1997,2.43,4830000,4.35,54.4,12900000000.0,-0.637,2670.0,76.6,72.8,30.0,1.49,6880.0
Jordan,1998,1.96,4930000,4.23,55.5,13300000000.0,-0.57,2700.0,75.6,72.9,29.3,1.06,6950.0
Jordan,1999,1.75,5010000,4.13,56.5,13800000000.0,0.0488,2740.0,74.7,73.0,28.6,1.53,7060.0
Jordan,2000,1.74,5100000,4.03,57.5,14300000000.0,1.05,2810.0,73.9,73.1,27.9,2.66,7240.0
Jordan,2001,1.76,5190000,3.95,58.5,15100000000.0,2.14,2910.0,73.0,73.2,27.1,3.89,7480.0
Jordan,2002,1.79,5290000,3.88,59.6,16000000000.0,2.73,3020.0,72.1,73.2,26.4,4.58,7780.0
Jordan,2003,2.05,5400000,3.83,60.8,16600000000.0,1.28,3080.0,71.2,73.1,25.7,3.28,7940.0
Jordan,2004,2.54,5540000,3.78,62.4,18100000000.0,5.68,3260.0,70.4,73.0,25.0,8.04,8400.0
Jordan,2005,3.17,5710000,3.75,64.4,19500000000.0,4.34,3420.0,69.8,73.1,24.3,6.97,8800.0
Jordan,2006,3.78,5930000,3.73,66.8,21100000000.0,5.64,3560.0,69.3,73.8,23.6,8.67,9160.0
Jordan,2007,4.27,6190000,3.71,69.8,22800000000.0,5.85,3690.0,68.9,74.4,23.0,9.17,9490.0
Jordan,2008,4.68,6490000,3.69,73.1,24500000000.0,4.9,3770.0,68.6,74.8,22.3,8.26,9720.0
Jordan,2009,4.98,6820000,3.68,76.8,25800000000.0,3.18,3790.0,68.2,75.3,21.7,6.3,9750.0
Jordan,2010,5.16,7180000,3.66,80.9,26400000000.0,0.0852,3680.0,67.8,75.8,21.1,2.77,9470.0
Kenya,1980,3.8,16300000,7.46,28.6,14600000000.0,1.66,898.0,113.0,61.7,108.0,5.59,2250.0
Kenya,1981,3.82,16900000,7.37,29.7,15200000000.0,-0.118,897.0,113.0,61.9,105.0,3.77,2250.0
Kenya,1982,3.82,17600000,7.27,30.9,15400000000.0,-0.196,876.0,113.0,62.1,102.0,3.69,2250.0
Kenya,1983,3.8,18200000,7.16,32.0,15600000000.0,-2.42,855.0,113.0,62.4,98.9,1.37,2190.0
Kenya,1984,3.76,18900000,7.04,33.3,15900000000.0,-1.99,838.0,113.0,62.5,96.8,1.77,2150.0
Kenya,1985,3.7,19700000,6.91,34.5,16500000000.0,0.47,842.0,112.0,62.6,95.2,4.28,2160.0
Kenya,1986,3.63,20400000,6.76,35.8,17700000000.0,3.32,870.0,112.0,62.6,94.4,7.17,2230.0
Kenya,1987,3.57,21100000,6.6,37.1,18800000000.0,2.18,890.0,111.0,62.4,94.4,5.92,2280.0
Kenya,1988,3.5,21900000,6.43,38.4,20000000000.0,2.51,912.0,110.0,62.4,95.0,6.2,2340.0
Kenya,1989,3.42,22600000,6.24,39.8,20900000000.0,1.13,923.0,109.0,61.9,96.3,4.7,2360.0
Kenya,1990,3.34,23400000,6.07,41.1,21800000000.0,0.738,930.0,107.0,61.4,98.1,4.21,2380.0
Kenya,1991,3.27,24200000,5.9,42.5,22100000000.0,-1.91,913.0,105.0,60.7,100.0,1.41,2340.0
Kenya,1992,3.19,25000000,5.76,43.9,21900000000.0,-3.97,877.0,103.0,59.9,102.0,-0.7929999999999999,2250.0
Kenya,1993,3.12,25800000,5.63,45.3,22000000000.0,-2.76,853.0,101.0,59.0,104.0,0.36,2180.0
Kenya,1994,3.04,26500000,5.54,46.6,22600000000.0,-0.439,850.0,98.9,58.0,105.0,2.63,2180.0
Kenya,1995,2.96,27300000,5.46,48.0,23600000000.0,1.43,861.0,96.6,57.3,106.0,4.41,2200.0
Kenya,1996,2.89,28100000,5.4,49.5,24500000000.0,1.32,871.0,95.0,56.5,107.0,4.14,2230.0
Kenya,1997,2.82,29000000,5.35,50.9,24600000000.0,-2.34,851.0,93.6,55.9,106.0,0.27,2180.0
Kenya,1998,2.78,29800000,5.3,52.3,25500000000.0,0.74,855.0,92.2,55.3,105.0,3.36,2190.0
Kenya,1999,2.75,30600000,5.24,53.8,26000000000.0,-0.462,851.0,90.7,55.3,103.0,2.1,2180.0
Kenya,2000,2.74,31500000,5.18,55.3,26200000000.0,-2.05,833.0,89.1,55.2,101.0,0.498,2130.0
Kenya,2001,2.73,32300000,5.11,56.8,27200000000.0,1.79,841.0,88.1,55.5,97.5,4.47,2150.0
Kenya,2002,2.72,33200000,5.04,58.4,27300000000.0,-2.03,823.0,86.9,55.7,93.8,0.5720000000000001,2110.0
Kenya,2003,2.72,34100000,4.98,60.0,28100000000.0,0.234,824.0,85.8,56.0,89.8,2.91,2110.0
Kenya,2004,2.73,35100000,4.91,61.6,29600000000.0,2.39,843.0,84.8,56.6,85.5,5.1,2160.0
Kenya,2005,2.74,36000000,4.84,63.3,31300000000.0,3.2,869.0,84.0,57.4,81.0,5.91,2220.0
Kenya,2006,2.75,37100000,4.76,65.1,33300000000.0,3.63,900.0,83.7,58.5,76.6,6.33,2300.0
Kenya,2007,2.75,38100000,4.68,66.9,35600000000.0,4.3,936.0,83.3,59.6,72.6,6.99,2400.0
Kenya,2008,2.75,39100000,4.58,68.8,35700000000.0,-1.03,912.0,83.1,60.6,67.9,1.53,2340.0
Kenya,2009,2.74,40200000,4.48,70.7,36900000000.0,0.114,917.0,82.9,61.7,64.6,2.73,2350.0
Kenya,2010,2.73,41400000,4.37,72.7,40000000000.0,3.02,967.0,82.7,62.8,62.2,5.76,2480.0
Kiribati,1980,1.41,59300,5.07,73.3,130000000.0,-45.9,2190.0,74.7,58.8,122.0,-44.4,2310.0
Kiribati,1981,1.33,60100,5.05,74.2,126000000.0,-5.95,2090.0,75.3,58.6,121.0,-3.47,2180.0
Kiribati,1982,1.3,60900,5.02,75.2,134000000.0,7.3,2200.0,75.2,58.5,120.0,10.2,2350.0
Kiribati,1983,1.38,61800,4.99,76.3,133000000.0,-12.2,2160.0,74.8,58.3,119.0,-9.81,2070.0
Kiribati,1984,1.6,62800,4.95,77.5,140000000.0,4.81,2220.0,74.6,58.1,117.0,7.73,2180.0
Kiribati,1985,1.95,64000,4.91,79.0,130000000.0,-7.28,2030.0,74.9,58.0,115.0,-4.61,2030.0
Kiribati,1986,2.34,65500,4.87,80.9,129000000.0,-1.4,1970.0,74.7,57.9,111.0,1.55,2010.0
Kiribati,1987,2.63,67300,4.83,83.0,117000000.0,-5.92,1740.0,75.2,57.9,108.0,-3.06,1900.0
Kiribati,1988,2.69,69100,4.78,85.3,128000000.0,14.9,1850.0,76.3,57.9,104.0,18.2,2190.0
Kiribati,1989,2.52,70900,4.74,87.5,124000000.0,-10.9,1740.0,77.2,58.0,99.8,-8.56,1960.0
Kiribati,1990,2.17,72400,4.69,89.4,122000000.0,-0.131,1690.0,77.6,58.2,95.8,2.14,1960.0
Kiribati,1991,1.76,73700,4.64,91.0,122000000.0,-6.04,1660.0,79.1,58.3,92.2,-4.3,1930.0
Kiribati,1992,1.44,74800,4.58,92.3,124000000.0,1.65,1650.0,80.0,58.4,89.1,3.18,1920.0
Kiribati,1993,1.26,75700,4.51,93.5,125000000.0,2.14,1650.0,80.4,58.4,86.3,3.46,1910.0
Kiribati,1994,1.25,76700,4.45,94.7,127000000.0,3.57,1650.0,80.5,58.6,83.9,4.89,1920.0
Kiribati,1995,1.37,77700,4.37,96.0,127000000.0,-2.31,1630.0,80.4,58.6,81.7,-0.9490000000000001,1890.0
Kiribati,1996,1.5,78900,4.3,97.4,129000000.0,4.56,1630.0,80.1,59.0,79.5,6.17,1890.0
Kiribati,1997,1.61,80200,4.24,99.0,131000000.0,3.94,1630.0,79.7,59.1,77.4,5.64,1900.0
Kiribati,1998,1.69,81600,4.17,101.0,140000000.0,9.19,1710.0,79.1,59.3,75.2,11.1,1990.0
Kiribati,1999,1.72,83000,4.11,102.0,137000000.0,-1.52,1660.0,77.9,59.4,72.9,0.225,1920.0
Kiribati,2000,1.72,84400,4.06,104.0,146000000.0,7.64,1730.0,76.3,59.5,70.6,9.58,2010.0
Kiribati,2001,1.71,85900,4.02,106.0,144000000.0,-1.06,1680.0,75.4,59.7,68.6,0.757,1940.0
Kiribati,2002,1.71,87300,3.98,108.0,149000000.0,-1.23,1710.0,73.5,59.8,66.9,0.619,1980.0
Kiribati,2003,1.76,88900,3.95,110.0,152000000.0,2.16,1710.0,71.1,59.9,65.7,4.07,1990.0
Kiribati,2004,1.84,90500,3.93,112.0,150000000.0,1.36,1660.0,69.1,60.0,65.0,3.21,1920.0
Kiribati,2005,1.95,92300,3.91,114.0,157000000.0,-1.86,1700.0,68.0,60.2,64.6,-0.139,1980.0
Kiribati,2006,2.07,94300,3.9,116.0,155000000.0,-6.05,1640.0,66.0,60.3,64.6,-4.47,1910.0
Kiribati,2007,2.15,96300,3.88,119.0,158000000.0,5.85,1640.0,65.7,60.4,64.5,7.56,1910.0
Kiribati,2008,2.19,98400,3.87,122.0,155000000.0,1.2,1580.0,66.2,60.5,64.3,2.79,1830.0
Kiribati,2009,2.14,101000,3.86,124.0,156000000.0,-2.15,1550.0,66.3,60.6,63.7,-0.635,1800.0
Kiribati,2010,2.05,103000,3.84,127.0,153000000.0,-2.0,1490.0,65.6,60.7,62.7,-0.479,1730.0
Lesotho,1980,2.59,1310000,5.59,43.2,733000000.0,-5.31,559.0,93.8,58.7,125.0,-2.75,1160.0
Lesotho,1981,2.53,1340000,5.54,44.3,738000000.0,-1.68,549.0,94.3,58.9,119.0,0.976,1140.0
Lesotho,1982,2.47,1380000,5.49,45.4,771000000.0,0.879,560.0,94.7,59.1,114.0,3.59,1150.0
Lesotho,1983,2.37,1410000,5.44,46.5,786000000.0,-0.9259999999999999,557.0,94.9,59.3,109.0,1.67,1140.0
Lesotho,1984,2.23,1440000,5.38,47.5,829000000.0,2.06,575.0,95.0,59.5,105.0,4.61,1160.0
Lesotho,1985,2.06,1470000,5.31,48.5,851000000.0,1.04,578.0,94.7,59.7,102.0,3.41,1180.0
Lesotho,1986,1.86,1500000,5.24,49.4,891000000.0,2.86,594.0,94.5,60.0,98.7,5.1,1210.0
Lesotho,1987,1.69,1530000,5.17,50.2,898000000.0,-1.7,588.0,94.2,60.1,96.1,0.287,1190.0
Lesotho,1988,1.61,1550000,5.09,51.1,975000000.0,6.99,629.0,93.8,60.3,94.0,9.05,1270.0
Lesotho,1989,1.65,1580000,5.0,51.9,1030000000.0,3.86,654.0,93.4,60.4,92.4,5.8,1320.0
Lesotho,1990,1.76,1600000,4.92,52.8,1090000000.0,4.22,682.0,92.9,60.4,91.3,6.15,1380.0
Lesotho,1991,1.89,1630000,4.84,53.8,1170000000.0,0.68,716.0,91.6,60.4,90.7,2.52,1450.0
Lesotho,1992,1.98,1670000,4.76,54.9,1250000000.0,5.54,750.0,90.3,60.0,90.8,7.44,1520.0
Lesotho,1993,1.97,1700000,4.69,56.0,1300000000.0,1.6,762.0,89.0,59.6,91.9,3.43,1540.0
Lesotho,1994,1.86,1730000,4.62,57.1,1370000000.0,3.22,792.0,87.8,58.6,93.8,5.11,1600.0
Lesotho,1995,1.67,1760000,4.55,58.0,1420000000.0,0.149,805.0,86.6,57.7,96.5,2.02,1630.0
Lesotho,1996,1.46,1790000,4.48,58.9,1500000000.0,3.87,838.0,86.3,56.5,99.6,5.88,1700.0
Lesotho,1997,1.29,1810000,4.39,59.6,1550000000.0,1.6,857.0,86.0,55.0,103.0,3.6,1740.0
Lesotho,1998,1.14,1830000,4.3,60.3,1580000000.0,0.179,861.0,85.6,52.8,106.0,2.1,1740.0
Lesotho,1999,1.04,1850000,4.2,61.0,1580000000.0,1.2,856.0,85.1,50.9,108.0,2.98,1730.0
Lesotho,2000,0.977,1870000,4.09,61.6,1650000000.0,3.56,880.0,84.3,48.8,110.0,5.14,1780.0
Lesotho,2001,0.919,1890000,3.97,62.1,1700000000.0,2.91,903.0,83.8,47.5,112.0,4.23,1830.0
Lesotho,2002,0.8640000000000001,1900000,3.86,62.7,1720000000.0,-0.532,902.0,82.9,46.0,113.0,0.532,1830.0
Lesotho,2003,0.826,1920000,3.74,63.2,1790000000.0,3.73,935.0,81.8,44.7,115.0,4.69,1890.0
Lesotho,2004,0.812,1930000,3.64,63.7,1820000000.0,1.39,944.0,80.7,43.8,115.0,2.29,1910.0
Lesotho,2005,0.815,1950000,3.55,64.2,1890000000.0,1.77,968.0,79.5,43.3,115.0,2.7,1960.0
Lesotho,2006,0.823,1970000,3.47,64.7,1970000000.0,3.32,1000.0,77.9,43.2,114.0,4.31,2030.0
Lesotho,2007,0.8420000000000001,1980000,3.41,65.3,2060000000.0,3.71,1040.0,76.4,43.6,112.0,4.73,2110.0
Lesotho,2008,0.8859999999999999,2000000,3.37,65.9,2200000000.0,4.34,1100.0,75.0,44.3,110.0,5.39,2230.0
Lesotho,2009,0.9590000000000001,2020000,3.33,66.5,2250000000.0,1.82,1110.0,73.7,45.4,103.0,2.86,2250.0
Lesotho,2010,1.05,2040000,3.3,67.2,2390000000.0,4.53,1170.0,72.3,46.5,99.7,5.61,2380.0
Liberia,1980,3.31,1890000,6.97,19.6,2760000000.0,-9.21,1460.0,90.7,51.5,242.0,-6.29,2010.0
Liberia,1981,3.6,1960000,6.97,20.3,2700000000.0,-7.1,1380.0,91.6,51.7,239.0,-3.89,1870.0
Liberia,1982,3.73,2030000,6.96,21.1,2630000000.0,-1.73,1300.0,92.4,51.9,237.0,1.75,1830.0
Liberia,1983,3.44,2100000,6.95,21.8,2580000000.0,-6.48,1230.0,93.1,52.1,235.0,-3.44,1720.0
Liberia,1984,2.64,2160000,6.92,22.4,2530000000.0,-3.01,1170.0,93.3,52.2,235.0,-0.589,1670.0
Liberia,1985,1.54,2190000,6.88,22.8,2510000000.0,-3.44,1140.0,92.9,52.3,236.0,-2.02,1610.0
Liberia,1986,0.422,2200000,6.82,22.9,2470000000.0,-1.62,1120.0,93.6,52.5,239.0,-1.18,1590.0
Liberia,1987,-0.492,2190000,6.75,22.7,2440000000.0,2.19,1110.0,93.8,52.6,244.0,1.79,1620.0
Liberia,1988,-1.19,2170000,6.67,22.5,2390000000.0,3.9,1100.0,93.7,53.0,249.0,2.83,1690.0
Liberia,1989,-1.56,2130000,6.59,22.1,1750000000.0,4.24,823.0,93.1,53.2,254.0,2.79,1760.0
Liberia,1990,-1.62,2100000,6.5,21.8,859000000.0,-50.3,410.0,92.3,49.9,258.0,-51.0,875.0
Liberia,1991,-1.78,2060000,6.41,21.4,737000000.0,-12.8,358.0,92.0,52.6,260.0,-14.2,764.0
Liberia,1992,-1.84,2020000,6.34,21.0,478000000.0,-33.9,236.0,91.1,52.7,258.0,-35.1,505.0
Liberia,1993,-1.12,2000000,6.27,20.8,321000000.0,-32.2,160.0,90.0,50.6,255.0,-33.0,342.0
Liberia,1994,0.63,2010000,6.21,20.9,251000000.0,-22.1,125.0,89.0,49.0,248.0,-21.8,266.0
Liberia,1995,2.97,2070000,6.16,21.5,240000000.0,-6.76,116.0,88.9,50.3,240.0,-4.27,247.0
Liberia,1996,5.52,2190000,6.11,22.7,269000000.0,6.56,123.0,88.3,49.3,230.0,12.1,263.0
Liberia,1997,7.36,2360000,6.06,24.5,555000000.0,92.6,235.0,87.7,52.4,220.0,106.0,503.0
Liberia,1998,7.85,2550000,6.01,26.5,723000000.0,20.5,283.0,87.4,52.6,208.0,29.7,606.0
Liberia,1999,6.94,2730000,5.95,28.4,880000000.0,15.2,322.0,87.1,53.6,196.0,22.9,688.0
Liberia,2000,5.34,2880000,5.88,29.9,1130000000.0,16.5,392.0,86.3,54.5,184.0,22.4,839.0
Liberia,2001,3.63,2990000,5.8,31.1,1170000000.0,-0.344,390.0,86.7,55.3,171.0,2.88,832.0
Liberia,2002,2.37,3060000,5.72,31.8,1210000000.0,1.71,395.0,86.7,54.9,159.0,3.68,844.0
Liberia,2003,1.73,3120000,5.64,32.4,845000000.0,-31.9,271.0,86.6,54.9,147.0,-31.0,579.0
Liberia,2004,1.91,3180000,5.55,33.0,867000000.0,0.765,273.0,86.3,57.6,136.0,2.6,583.0
Liberia,2005,2.64,3260000,5.46,33.9,912000000.0,2.33,280.0,86.4,58.2,125.0,5.3,598.0
Liberia,2006,3.45,3380000,5.37,35.0,986000000.0,9.04,292.0,86.6,58.7,116.0,13.5,624.0
Liberia,2007,3.98,3510000,5.28,36.5,1080000000.0,3.5,307.0,86.9,59.2,108.0,8.6,657.0
Liberia,2008,4.18,3660000,5.19,38.0,1160000000.0,2.7,316.0,87.0,59.8,101.0,8.05,675.0
Liberia,2009,3.97,3810000,5.11,39.6,1220000000.0,2.77,320.0,87.0,60.3,94.6,7.75,683.0
Liberia,2010,3.52,3950000,5.02,41.0,1290000000.0,3.01,327.0,86.6,60.8,89.3,7.26,700.0
Luxembourg,1980,0.356,364000,1.46,141.0,15500000000.0,0.5,42600.0,47.9,72.6,13.5,0.5870000000000001,36300.0
Luxembourg,1981,0.295,365000,1.45,141.0,15400000000.0,-0.722,42300.0,47.2,72.8,13.0,-0.654,36100.0
Luxembourg,1982,0.0821,365000,1.45,141.0,15600000000.0,0.9390000000000001,42700.0,46.2,73.0,12.6,0.9890000000000001,36400.0
Luxembourg,1983,0.0265,365000,1.45,141.0,16100000000.0,2.95,44000.0,45.2,73.3,12.2,3.04,37600.0
Luxembourg,1984,0.103,366000,1.45,141.0,17100000000.0,6.2,46700.0,44.4,73.5,11.7,6.39,39900.0
Luxembourg,1985,0.193,367000,1.45,142.0,17600000000.0,2.8,47900.0,43.8,73.8,11.2,3.13,41100.0
Luxembourg,1986,0.449,369000,1.46,142.0,19300000000.0,9.6,52400.0,43.6,74.2,10.8,10.1,45100.0
Luxembourg,1987,0.648,371000,1.47,143.0,20100000000.0,3.49,54100.0,43.5,74.4,10.3,4.14,46700.0
Luxembourg,1988,0.726,374000,1.5,144.0,21800000000.0,8.27,58300.0,43.7,74.6,9.8,9.13,50600.0
Luxembourg,1989,0.973,378000,1.53,146.0,23900000000.0,9.0,63400.0,44.0,74.8,9.3,10.0,55200.0
Luxembourg,1990,1.25,382000,1.56,147.0,25200000000.0,4.25,65900.0,44.4,75.1,8.8,5.36,57600.0
Luxembourg,1991,1.34,386000,1.6,149.0,27300000000.0,7.73,70700.0,45.0,75.5,8.3,9.01,61800.0
Luxembourg,1992,1.33,391000,1.64,151.0,27800000000.0,0.227,71000.0,45.7,75.8,7.8,1.53,62100.0
Luxembourg,1993,1.34,397000,1.67,153.0,29000000000.0,2.62,73000.0,46.4,76.1,7.3,4.04,63800.0
Luxembourg,1994,1.36,402000,1.69,155.0,30100000000.0,2.61,74800.0,47.2,76.4,6.8,4.07,65300.0
Luxembourg,1995,1.4,408000,1.71,158.0,30600000000.0,-0.246,74800.0,47.8,76.8,6.3,1.17,65400.0
Luxembourg,1996,1.36,414000,1.72,160.0,31000000000.0,1.75,74800.0,48.4,77.0,5.9,3.21,65400.0
